source_platform,listing_id,title,make,model,year,mileage_km,engine_cc,fuel_type,transmission,body_type,price_jpy,price_usd,cf_price_usd,destination_port,currency,location,listing_url,image_url,is_cleaned,scraped_at
BE FORWARD,CD884363,2021 TOYOTA PROBOX VAN DX COMFORT,Toyota,Probox Van Dx Comfort,2021.0,74518.0,490.0,Petrol,Automatic,Van,822388.0,5510.0,7407.0,Mombasa,USD,Kyushu,https://www.beforward.jp/toyota/probox-van/cd884363/id/15856399/,https://image-cdn.beforward.jp/medium/202607/15856399/CD884363_295de8.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE050089,2020 TOYOTA YARIS X,Toyota,Yaris X,2020.0,86563.0,990.0,Petrol,Automatic,Sedan,764179.0,5120.0,6816.0,Mombasa,USD,Nagoya,https://www.beforward.jp/toyota/yaris/ce050089/id/15946999/,https://image-cdn.beforward.jp/medium/202607/15946999/CE050089_1e6487.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE050090,2020 TOYOTA YARIS X,Toyota,Yaris X,2020.0,101966.0,990.0,Petrol,Automatic,Sedan,744776.0,4990.0,6686.0,Mombasa,USD,Nagoya,https://www.beforward.jp/toyota/yaris/ce050090/id/15947033/,https://image-cdn.beforward.jp/medium/202607/15947033/CE050090_d31b6d.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE050097,2020 TOYOTA YARIS X,Toyota,Yaris X,2020.0,66573.0,990.0,Petrol,Automatic,Sedan,783582.0,5250.0,6946.0,Mombasa,USD,Nagoya,https://www.beforward.jp/toyota/yaris/ce050097/id/15944018/,https://image-cdn.beforward.jp/medium/202607/15944018/CE050097_03fdd0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE053025,2018 TOYOTA MARK X 250G F PACKAGE,Toyota,Mark X 250G F Package,2018.0,82640.0,490.0,Petrol,Automatic,Sedan,1064179.0,7130.0,9143.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/mark-x/ce053025/id/15943865/,https://image-cdn.beforward.jp/medium/202607/15943865/CE053025_7e12a2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908036,2018 TOYOTA HIACE VAN LONG DX,Toyota,Hiace Van Long Dx,2018.0,174256.0,990.0,Petrol,Automatic,Van,1207463.0,8090.0,10528.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/hiace-van/cd908036/id/15889197/,https://image-cdn.beforward.jp/medium/202607/15889197/CD908036_b3eb65.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE053042,2018 TOYOTA HIACE VAN,Toyota,Hiace Van,2018.0,203062.0,990.0,Petrol,Automatic,Van,1188060.0,7960.0,10388.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/hiace-van/ce053042/id/15947055/,https://image-cdn.beforward.jp/medium/202607/15947055/CE053042_f00c82.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE053045,2018 TOYOTA HIACE VAN LONG DX,Toyota,Hiace Van Long Dx,2018.0,178827.0,990.0,Petrol,Automatic,Van,1207463.0,8090.0,10594.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/hiace-van/ce053045/id/15947441/,https://image-cdn.beforward.jp/medium/202607/15947441/CE053045_0e87c0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884348,2018 TOYOTA VITZ F,Toyota,Vitz F,2018.0,137407.0,990.0,Petrol,Automatic,Hatchback,573134.0,3840.0,5627.0,Mombasa,USD,Kyushu,https://www.beforward.jp/toyota/vitz/cd884348/id/15856205/,https://image-cdn.beforward.jp/medium/202607/15856205/CD884348_46099d.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE076796,2020 TOYOTA PASSO X S,Toyota,Passo X S,2020.0,94249.0,990.0,Petrol,Automatic,Sedan,495522.0,3320.0,5033.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/passo/ce076796/id/15961497/,https://image-cdn.beforward.jp/medium/202607/15961497/CE076796_318fc0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE082073,2019 TOYOTA PROBOX VAN DX COMFORT,Toyota,Probox Van Dx Comfort,2019.0,211253.0,320.0,Petrol,Automatic,Van,629851.0,4220.0,6401.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/probox-van/ce082073/id/15974658/,https://image-cdn.beforward.jp/medium/202607/15974658/CE082073_63d6c4.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884318,2019 TOYOTA PROBOX VAN,Toyota,Probox Van,2019.0,148343.0,320.0,Petrol,Automatic,Van,668657.0,4480.0,6377.0,Mombasa,USD,Kyushu,https://www.beforward.jp/toyota/probox-van/cd884318/id/15854103/,https://image-cdn.beforward.jp/medium/202607/15854103/CD884318_eb99b0.JPG?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD907939,2021 TOYOTA PROBOX VAN HYBRID F,Toyota,Probox Van Hybrid F,2021.0,148626.0,490.0,Petrol,Automatic,Van,725373.0,4860.0,6666.0,Mombasa,USD,Nagoya,https://www.beforward.jp/toyota/probox-van/cd907939/id/15892698/,https://image-cdn.beforward.jp/medium/202607/15892698/CD907939_cacc77.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD907977,2019 TOYOTA VITZ F M PACKAGE,Toyota,Vitz F M Package,2019.0,100978.0,990.0,Petrol,Automatic,Hatchback,688060.0,4610.0,6376.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/vitz/cd907977/id/15892394/,https://image-cdn.beforward.jp/medium/202607/15892394/CD907977_062c62.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908027,2018 TOYOTA PROBOX VAN DX COMFORT,Toyota,Probox Van Dx Comfort,2018.0,99552.0,490.0,Petrol,Automatic,Van,725373.0,4860.0,6736.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/probox-van/cd908027/id/15888052/,https://image-cdn.beforward.jp/medium/202607/15888052/CD908027_067eb7.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908080,2021 TOYOTA YARIS HYBRID X,Toyota,Yaris Hybrid X,2021.0,98439.0,490.0,Petrol,Automatic,Sedan,735821.0,4930.0,6665.0,Mombasa,USD,Osaka,https://www.beforward.jp/toyota/yaris/cd908080/id/15890586/,https://image-cdn.beforward.jp/medium/202607/15890586/CD908080_f49442.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908308,2021 TOYOTA YARIS HYBRID X,Toyota,Yaris Hybrid X,2021.0,101920.0,490.0,Petrol,Automatic,Sedan,725373.0,4860.0,6595.0,Mombasa,USD,Osaka,https://www.beforward.jp/toyota/yaris/cd908308/id/15889899/,https://image-cdn.beforward.jp/medium/202607/15889899/CD908308_e63ce0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE053023,2019 TOYOTA VITZ F M PACKAGE,Toyota,Vitz F M Package,2019.0,70800.0,990.0,Petrol,Automatic,Hatchback,707463.0,4740.0,6548.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/vitz/ce053023/id/15942705/,https://image-cdn.beforward.jp/medium/202607/15942705/CE053023_90f1cd.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061784,2019 TOYOTA VITZ F M PACKAGE,Toyota,Vitz F M Package,2019.0,79960.0,990.0,Petrol,Automatic,Hatchback,705970.0,4730.0,6459.0,Mombasa,USD,Nagoya,https://www.beforward.jp/toyota/vitz/ce061784/id/15946883/,https://image-cdn.beforward.jp/medium/202607/15946883/CE061784_4b2ddd.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE068365,2021 TOYOTA YARIS HYBRID X,Toyota,Yaris Hybrid X,2021.0,115442.0,490.0,Petrol,Automatic,Sedan,705970.0,4730.0,6538.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/yaris/ce068365/id/15960833/,https://image-cdn.beforward.jp/medium/202607/15960833/CE068365_71e50c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE081946,2018 TOYOTA SIENTA HYBRID G CUERO,Toyota,Sienta Hybrid G Cuero,2018.0,115679.0,490.0,Petrol,Automatic,Van,697015.0,4670.0,6716.0,Mombasa,USD,Yokohama,https://www.beforward.jp/toyota/sienta/ce081946/id/15973181/,https://image-cdn.beforward.jp/medium/202607/15973181/CE081946_ea1d21.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE082158,2019 NISSAN CARAVAN VAN NV350 PREMIUM GX,Nissan,Caravan Van Nv350 Premium Gx,2019.0,190960.0,480.0,Diesel,Automatic,Van,1197015.0,8020.0,10534.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/caravan-van/ce082158/id/15971803/,https://image-cdn.beforward.jp/medium/202607/15971803/CE082158_67fa8e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE082202,2021 NISSAN CARAVAN VAN NV350,Nissan,Caravan Van Nv350,2021.0,241724.0,480.0,Diesel,Automatic,Van,1019403.0,6830.0,9271.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/caravan-van/ce082202/id/15975082/,https://image-cdn.beforward.jp/medium/202607/15975082/CE082202_f82be3.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908162,2019 NISSAN ATLAS,Nissan,Atlas,2019.0,117361.0,990.0,Petrol,Manual,Sedan,889552.0,5960.0,8470.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/atlas/cd908162/id/15887524/,https://image-cdn.beforward.jp/medium/202607/15887524/CD908162_23bc48.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE104062,2018 NISSAN SYLPHY X,Nissan,Sylphy X,2018.0,167990.0,790.0,Petrol,Automatic,Sedan,485075.0,3250.0,5241.0,Mombasa,USD,Kobe,https://www.beforward.jp/nissan/sylphy/ce104062/id/15999360/,https://image-cdn.beforward.jp/medium/202607/15999360/CE104062_90084f.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061199,2019 NISSAN NOTE,Nissan,Note,2019.0,114955.0,190.0,Petrol,Automatic,Hatchback,446269.0,2990.0,4785.0,Mombasa,USD,Nagoya,https://www.beforward.jp/nissan/note/ce061199/id/15948689/,https://image-cdn.beforward.jp/medium/202607/15948689/CE061199_1fd53e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061971,2019 NISSAN NOTE X,Nissan,Note X,2019.0,12252.0,190.0,Petrol,Automatic,Hatchback,485075.0,3250.0,5058.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/ce061971/id/15947358/,https://image-cdn.beforward.jp/medium/202607/15947358/CE061971_c33993.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061972,2019 NISSAN NOTE X,Nissan,Note X,2019.0,112184.0,190.0,Petrol,Automatic,Hatchback,446269.0,2990.0,4798.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/ce061972/id/15947362/,https://image-cdn.beforward.jp/medium/202607/15947362/CE061972_fb3614.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE082197,2018 NISSAN MARCH X V SELECTION,Nissan,March X V Selection,2018.0,95250.0,190.0,Petrol,Automatic,Hatchback,322388.0,2160.0,3845.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/march/ce082197/id/15975003/,https://image-cdn.beforward.jp/medium/202607/15975003/CE082197_5f4430.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE094641,2018 NISSAN NOTE X FOUR SMART SAFETY EDITION,Nissan,Note X Four Smart Safety Edition,2018.0,131554.0,190.0,Petrol,Automatic,Hatchback,407463.0,2730.0,4665.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/ce094641/id/15983062/,https://image-cdn.beforward.jp/medium/202607/15983062/CE094641_3a0098.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE094492,2020 NISSAN DAYZ S,Nissan,Dayz S,2020.0,160040.0,650.0,Petrol,Automatic,Sedan,340299.0,2280.0,3801.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/dayz/ce094492/id/15997607/,https://image-cdn.beforward.jp/medium/202607/15997607/CE094492_454f13.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE104021,2019 NISSAN DAYZ X,Nissan,Dayz X,2019.0,96092.0,650.0,Petrol,Automatic,Sedan,350746.0,2350.0,3851.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/dayz/ce104021/id/15998526/,https://image-cdn.beforward.jp/medium/202607/15998526/CE104021_f86300.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE104139,2018 NISSAN DAYZ S,Nissan,Dayz S,2018.0,81901.0,650.0,Petrol,Automatic,Sedan,340299.0,2280.0,3835.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/dayz/ce104139/id/16000304/,https://image-cdn.beforward.jp/medium/202607/16000304/CE104139_ebbde9.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD865288,2020 NISSAN CARAVAN VAN NV350 DX,Nissan,Caravan Van Nv350 Dx,2020.0,248754.0,480.0,Diesel,Automatic,Van,968657.0,6490.0,9553.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/caravan-van/cd865288/id/15827714/,https://image-cdn.beforward.jp/medium/202607/15827714/CD865288_e7e2b2.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD870039,2018 NISSAN CARAVAN VAN NV350,Nissan,Caravan Van Nv350,2018.0,136790.0,480.0,Diesel,Automatic,Van,1064179.0,7130.0,9745.0,Mombasa,USD,Hokkaido,https://www.beforward.jp/nissan/caravan-van/cd870039/id/15839659/,https://image-cdn.beforward.jp/medium/202607/15839659/CD870039_6b579e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061982,2021 NISSAN SERENA LV SERIES S,Nissan,Serena Lv Series S,2021.0,104698.0,990.0,Petrol,Automatic,Van,725373.0,4860.0,7178.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/serena/ce061982/id/15947554/,https://image-cdn.beforward.jp/medium/202607/15947554/CE061982_eaa905.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061983,2021 NISSAN SERENA LV SERIES S,Nissan,Serena Lv Series S,2021.0,98356.0,990.0,Petrol,Automatic,Van,735821.0,4930.0,7248.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/serena/ce061983/id/15947565/,https://image-cdn.beforward.jp/medium/202607/15947565/CE061983_a78bcf.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD907968,2022 NISSAN NOTE HYBRID S,Nissan,Note Hybrid S,2022.0,115876.0,190.0,Petrol,Automatic,Hatchback,735821.0,4930.0,6727.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd907968/id/15892025/,https://image-cdn.beforward.jp/medium/202607/15892025/CD907968_83df87.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD918722,2019 NISSAN SERENA HYBRID HIGHWAY STAR V SELECTION2,Nissan,Serena Hybrid Highway Star V Selection2,2019.0,162053.0,990.0,Petrol,Automatic,Van,707463.0,4740.0,7140.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/serena/cd918722/id/15889065/,https://image-cdn.beforward.jp/medium/202607/15889065/CD918722_e598c7.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE009444,2018 NISSAN JUKE 16GT FOUR,Nissan,Juke 16Gt Four,2018.0,148999.0,610.0,Petrol,Automatic,Suv,729851.0,4890.0,6973.0,Mombasa,USD,Hokkaido,https://www.beforward.jp/nissan/juke/ce009444/id/15919288/,https://image-cdn.beforward.jp/medium/202607/15919288/CE009444_f26c94.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE082141,2020 NISSAN AD VAN NV150 EXPERT GX,Nissan,Ad Van Nv150 Expert Gx,2020.0,164748.0,490.0,Petrol,Automatic,Van,398507.0,2670.0,4544.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/ad-van/ce082141/id/15975179/,https://image-cdn.beforward.jp/medium/202607/15975179/CE082141_33a358.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE094595,2021 NISSAN AD VAN NV150 EXPERT LX,Nissan,Ad Van Nv150 Expert Lx,2021.0,220776.0,490.0,Petrol,Automatic,Van,394030.0,2640.0,4545.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/ad-van/ce094595/id/15997517/,https://image-cdn.beforward.jp/medium/202607/15997517/CE094595_a531fd.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE094626,2020 NISSAN AD VAN NV150 VE EMERGENCY BRAKE,Nissan,Ad Van Nv150 Ve Emergency Brake,2020.0,58172.0,590.0,Petrol,Automatic,Van,370149.0,2480.0,4515.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/ad-van/ce094626/id/15982609/,https://image-cdn.beforward.jp/medium/202607/15982609/CE094626_02a1a0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE050064,2020 NISSAN CARAVAN VAN NV350 DX,Nissan,Caravan Van Nv350 Dx,2020.0,148945.0,480.0,Diesel,Automatic,Van,1650746.0,11060.0,14155.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/caravan-van/ce050064/id/15942524/,https://image-cdn.beforward.jp/medium/202607/15942524/CE050064_4abb96.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908342,2018 NISSAN LEAF X,Nissan,Leaf X,2018.0,171833.0,,Electric,Automatic,Hatchback,486567.0,3260.0,,,USD,Yokohama,https://www.beforward.jp/nissan/leaf/cd908342/id/15892390/,https://image-cdn.beforward.jp/medium/202607/15892390/CD908342_6c761c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD898332,2019 NISSAN X-TRAIL 20X,Nissan,X-Trail 20X,2019.0,86072.0,990.0,Petrol,Automatic,Suv,1053731.0,7060.0,9427.0,Mombasa,USD,Kobe,https://www.beforward.jp/nissan/x-trail/cd898332/id/15879482/,https://image-cdn.beforward.jp/medium/202607/15879482/CD898332_53bcf4.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE053022,2020 NISSAN X-TRAIL HYBRID 20XI,Nissan,X-Trail Hybrid 20Xi,2020.0,130755.0,990.0,Petrol,Automatic,Suv,1207463.0,8090.0,10415.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/x-trail-hybrid/ce053022/id/15942661/,https://image-cdn.beforward.jp/medium/202607/15942661/CE053022_e2cb4c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE100533,2021 NISSAN X-TRAIL 20S V SELECTION,Nissan,X-Trail 20S V Selection,2021.0,174151.0,990.0,Petrol,Automatic,Suv,1014925.0,6800.0,9135.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/x-trail/ce100533/id/15998092/,https://image-cdn.beforward.jp/medium/202607/15998092/CE100533_f2ebdb.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD898337,2022 NISSAN NOTE HYBRID S,Nissan,Note Hybrid S,2022.0,99036.0,190.0,Petrol,Automatic,Hatchback,755224.0,5060.0,6865.0,Mombasa,USD,Kobe,https://www.beforward.jp/nissan/note/cd898337/id/15879553/,https://image-cdn.beforward.jp/medium/202607/15879553/CD898337_d7384c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE053069,2019 NISSAN DAYZ ROOX HIGHWAY STAR X V SELECTION,Nissan,Dayz Roox Highway Star X V Selection,2019.0,87041.0,650.0,Petrol,Automatic,Sedan,350746.0,2350.0,4016.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/dayz-roox/ce053069/id/15947761/,https://image-cdn.beforward.jp/medium/202607/15947761/CE053069_f2bd30.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061813,2021 NISSAN NOTE HYBRID E POWER S FOUR,Nissan,Note Hybrid E Power S Four,2021.0,168748.0,190.0,Petrol,Automatic,Hatchback,600000.0,4020.0,5859.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/ce061813/id/15947948/,https://image-cdn.beforward.jp/medium/202607/15947948/CE061813_8f7683.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD898300,2018 NISSAN LEAF G,Nissan,Leaf G,2018.0,84070.0,,Electric,Automatic,Hatchback,649254.0,4350.0,,,USD,Yokohama,https://www.beforward.jp/nissan/leaf/cd898300/id/15884768/,https://image-cdn.beforward.jp/medium/202607/15884768/CD898300_1a7529.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD865242,2020 NISSAN NOTE,Nissan,Note,2020.0,139604.0,190.0,Petrol,Automatic,Hatchback,456716.0,3060.0,4913.0,Mombasa,USD,Kyushu,https://www.beforward.jp/nissan/note/cd865242/id/15827796/,https://image-cdn.beforward.jp/medium/202607/15827796/CD865242_3fc907.JPG?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908293,2018 NISSAN FUGA HYBRID VIP,Nissan,Fuga Hybrid Vip,2018.0,211208.0,490.0,Petrol,Automatic,Sedan,571642.0,3830.0,6076.0,Mombasa,USD,Kobe,https://www.beforward.jp/nissan/fuga-hybrid/cd908293/id/15889900/,https://image-cdn.beforward.jp/medium/202607/15889900/CD908293_b7d3d7.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE062002,2021 NISSAN X-TRAIL HYBRID 20XI,Nissan,X-Trail Hybrid 20Xi,2021.0,96782.0,990.0,Petrol,Automatic,Suv,1014925.0,6800.0,9079.0,Mombasa,USD,Nagoya,https://www.beforward.jp/nissan/x-trail-hybrid/ce062002/id/15948208/,https://image-cdn.beforward.jp/medium/202607/15948208/CE062002_4e5c6e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE061999,2023 NISSAN NOTE HYBRID X,Nissan,Note Hybrid X,2023.0,114683.0,190.0,Petrol,Automatic,Hatchback,889552.0,5960.0,7704.0,Mombasa,USD,Nagoya,https://www.beforward.jp/nissan/note/ce061999/id/15948149/,https://image-cdn.beforward.jp/medium/202607/15948149/CE061999_7284e0.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE062005,2018 NISSAN ATLAS,Nissan,Atlas,2018.0,193523.0,950.0,Diesel,Manual,Sedan,917910.0,6150.0,9089.0,Mombasa,USD,Nagoya,https://www.beforward.jp/nissan/atlas/ce062005/id/15948392/,https://image-cdn.beforward.jp/medium/202607/15948392/CE062005_b3f7ab.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE081992,2018 NISSAN CARAVAN VAN NV350 DX,Nissan,Caravan Van Nv350 Dx,2018.0,314443.0,480.0,Diesel,Automatic,Van,995522.0,6670.0,9266.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/caravan-van/ce081992/id/15971382/,https://image-cdn.beforward.jp/medium/202607/15971382/CE081992_e0c24c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD908084,2020 NISSAN CARAVAN VAN NV350,Nissan,Caravan Van Nv350,2020.0,156027.0,990.0,Petrol,Automatic,Van,986567.0,6610.0,9051.0,Mombasa,USD,Osaka,https://www.beforward.jp/nissan/caravan-van/cd908084/id/15890763/,https://image-cdn.beforward.jp/medium/202607/15890763/CD908084_c7ce29.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE087816,2020 NISSAN CARAVAN VAN NV350 PREMIUM GX,Nissan,Caravan Van Nv350 Premium Gx,2020.0,106563.0,990.0,Petrol,Automatic,Van,1140299.0,7640.0,10154.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/caravan-van/ce087816/id/15970741/,https://image-cdn.beforward.jp/medium/202607/15970741/CE087816_0cb03b.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE087831,2019 NISSAN CARAVAN VAN NV350 LONG DX TURBO,Nissan,Caravan Van Nv350 Long Dx Turbo,2019.0,162201.0,480.0,Diesel,Automatic,Van,1043284.0,6990.0,9504.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/caravan-van/ce087831/id/15972438/,https://image-cdn.beforward.jp/medium/202607/15972438/CE087831_4219de.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CE087835,2018 NISSAN CARAVAN VAN NV350 LONG VX,Nissan,Caravan Van Nv350 Long Vx,2018.0,225428.0,990.0,Petrol,Automatic,Van,1004478.0,6730.0,9643.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/caravan-van/ce087835/id/15973171/,https://image-cdn.beforward.jp/medium/202607/15973171/CE087835_85d3d6.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884578,2022 NISSAN NOTE HYBRID S FOUR,Nissan,Note Hybrid S Four,2022.0,128102.0,190.0,Petrol,Automatic,Hatchback,679104.0,4550.0,6389.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd884578/id/15856134/,https://image-cdn.beforward.jp/medium/202607/15856134/CD884578_73fb5e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884580,2022 NISSAN NOTE HYBRID S FOUR,Nissan,Note Hybrid S Four,2022.0,120875.0,190.0,Petrol,Automatic,Hatchback,679104.0,4550.0,6389.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd884580/id/15856159/,https://image-cdn.beforward.jp/medium/202607/15856159/CD884580_268dfb.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884796,2022 NISSAN NOTE HYBRID S FOUR,Nissan,Note Hybrid S Four,2022.0,100556.0,190.0,Petrol,Automatic,Hatchback,688060.0,4610.0,6449.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd884796/id/15849989/,https://image-cdn.beforward.jp/medium/202607/15849989/CD884796_58161c.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884531,2022 NISSAN NOTE HYBRID S,Nissan,Note Hybrid S,2022.0,143155.0,190.0,Petrol,Automatic,Hatchback,707463.0,4740.0,6513.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd884531/id/15856656/,https://image-cdn.beforward.jp/medium/202607/15856656/CD884531_f21f6a.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD884771,2022 NISSAN NOTE HYBRID S,Nissan,Note Hybrid S,2022.0,99613.0,190.0,Petrol,Automatic,Hatchback,755224.0,5060.0,6820.0,Mombasa,USD,Nagoya,https://www.beforward.jp/nissan/note/cd884771/id/15856269/,https://image-cdn.beforward.jp/medium/202607/15856269/CD884771_c4fdb7.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD898171,2022 NISSAN NOTE HYBRID S,Nissan,Note Hybrid S,2022.0,105772.0,190.0,Petrol,Automatic,Hatchback,735821.0,4930.0,6703.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd898171/id/15879714/,https://image-cdn.beforward.jp/medium/202607/15879714/CD898171_6f7a8e.jpg?w=200,1,2026-07-22 12:48:11.230783
BE FORWARD,CD898226,2018 NISSAN NOTE HYBRID E-POWER MEDALIST,Nissan,Note Hybrid E-Power Medalist,2018.0,93828.0,190.0,Petrol,Automatic,Hatchback,467164.0,3130.0,5004.0,Mombasa,USD,Yokohama,https://www.beforward.jp/nissan/note/cd898226/id/15878040/,https://image-cdn.beforward.jp/medium/202607/15878040/CD898226_6c79c6.JPG?w=200,1,2026-07-22 12:48:11.230783
